Brand,Price,Launch Year,OS,CPU,CPU Architecture,RAM,Display Type,Screen Size,Screen to Body Ratio,Touch Screen,Height,Width,Thickness,Weight,Material,Camera Setup,Camera Autofocus,Camera Flash,Image Resolution,Capacity,Battery Type,Removable Battery,Quick Charging,USB Type-C,Internal Memory,Expandable Memory,SIM Slot(s),Network Support,VoLTE,Wi-Fi,Bluetooth,GPS,NFC,FM Radio,Loudspeaker,Fingerprint Sensor,Waterproof,Wireless Charging,Heart Rate Monitor,Volume
Samsung,18645.0,2019,Android,Octa core,64 bit,4 GB,Other,6.4,84.97,Yes,158.5,74.5,7.7,166.0,Plastic,Single,No,No,20982784.0,4000.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,90923.52500000001
Other,17950.0,2020,Android,Octa core,64 bit,8 GB,IPS LCD,6.58,84.75,Yes,163.8,75.3,8.3,188.0,Other,Single,Yes,Yes,48000000.0,5000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,102373.36200000002
Apple,82000.0,2019,iOS,Quad core,64 bit,4 GB,Other,5.8,80.14,Yes,144.0,71.4,8.1,188.0,Glass,Single,Yes,Yes,12000000.0,3046.0,Li-ion,No,Yes,No,64 GB,No,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,83280.96
Other,18890.0,2021,Android,Octa core,64 bit,6 GB,Other,6.43,84.38,Yes,160.3,73.8,7.9,175.0,Other,Single,Yes,Yes,48000000.0,5000.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,93458.10600000001
Other,9999.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.53,83.06,Yes,163.3,77.0,9.1,198.0,Plastic,Single,Yes,Yes,12780288.0,5000.0,Li-Polymer,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,114424.31
Samsung,11499.0,2021,Android,Octa core,64 bit,6 GB,Other,6.5,81.95,Yes,164.0,75.9,9.7,221.0,Plastic,Single,No,No,48000000.0,6000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,120741.72
Other,16999.0,2021,Android,Octa core,64 bit,8 GB,IPS LCD,6.95,84.95,Yes,172.7,78.3,8.7,207.0,Other,Single,Yes,Yes,63000000.0,5000.0,Li-Polymer,No,Yes,Yes,256 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,117644.96699999998
Other,21499.0,2019,Android,Octa core,64 bit,6 GB,Other,6.39,85.17,Yes,157.2,74.7,8.2,185.0,Plastic,Single,Yes,Yes,48000000.0,3700.0,Li-ion,No,Yes,No,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,96291.28799999999
Other,11490.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,82.43,Yes,163.9,75.5,8.3,180.0,Plastic,Single,Yes,Yes,12000000.0,4230.0,Li-Polymer,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,102707.93500000001
Other,13890.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,81.57,Yes,165.2,75.7,9.1,197.0,Plastic,Single,Yes,Yes,63000000.0,5000.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,113801.324
Samsung,20499.0,2020,Android,Octa core,64 bit,8 GB,Other,6.7,86.66,Yes,163.9,76.3,9.5,213.0,Plastic,Single,No,No,63000000.0,7000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,118802.915
Samsung,14999.0,2021,Android,Octa core,64 bit,6 GB,Other,6.4,83.89,Yes,159.3,74.0,9.3,196.0,Plastic,Single,No,No,63000000.0,6000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,109630.26000000001
Other,8990.0,2020,Android,Octa core,64 bit,3 GB,IPS LCD,6.5,82.87,Yes,163.9,75.1,8.4,186.0,Other,Single,Yes,Yes,12780288.0,5000.0,Li-Polymer,No,Yes,Yes,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,103394.676
Apple,76299.0,2017,iOS,Quad core,64 bit,3 GB,Other,5.8,80.93,Yes,143.6,70.9,7.7,174.0,Glass,Single,Yes,Yes,12000000.0,2716.0,Li-ion,No,Yes,No,64 GB,No,Single,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,78395.548
Samsung,14499.0,2021,Android,Octa core,64 bit,6 GB,Other,6.4,83.52,Yes,160.0,74.0,9.4,203.0,Plastic,Single,No,No,48000000.0,6000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,111296.0
Samsung,19499.0,2020,Android,Octa core,64 bit,6 GB,Other,6.5,87.44,Yes,158.5,73.6,7.9,172.0,Plastic,Single,No,No,48000000.0,4000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,92158.23999999999
Other,1500.0,2017,Other,Other,,512 MB,Other,2.4,,No,,,,,Other,Single,No,No,1920000.0,2000.0,Li-ion,Yes,No,No,4 GB,Yes,Single,4G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,
Other,8799.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.53,81.01,Yes,164.9,77.07,9.0,194.0,Other,Single,Yes,Yes,12780288.0,5000.0,Li-Polymer,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,114379.58699999998
Other,11990.0,2021,Android,Octa core,64 bit,3 GB,IPS LCD,6.51,81.57,Yes,164.4,76.3,8.4,191.0,Other,Single,Yes,Yes,12780288.0,5000.0,Li-ion,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,105367.24799999999
Other,14590.0,2021,Android,Octa core,64 bit,6 GB,IPS LCD,6.51,81.57,Yes,164.4,76.3,8.4,192.0,Other,Single,Yes,Yes,12780288.0,5000.0,Li-ion,No,Yes,No,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,105367.24799999999
Other,15999.0,2021,Android,Octa core,64 bit,6 GB,Other,6.43,83.53,Yes,160.4,74.5,8.2,178.0,Plastic,Single,Yes,Yes,63000000.0,5000.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,97988.36
Other,6599.0,2021,Android,Octa core,,2 GB,IPS LCD,6.5,80.82,Yes,165.2,76.4,8.9,190.0,Other,Single,Yes,Yes,7990272.0,5000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,112329.392
Other,14872.0,2019,Android,Octa core,64 bit,6 GB,IPS LCD,6.53,84.55,Yes,161.7,76.4,8.8,200.0,Glass,Single,Yes,Yes,63000000.0,4500.0,Li-Polymer,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,108714.144
Other,8499.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.52,81.94,Yes,164.8,76.0,9.5,205.0,Other,Single,Yes,Yes,48000000.0,6000.0,Li-Polymer,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,118985.6
Other,8499.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.52,82.63,Yes,164.3,75.6,8.6,190.0,Plastic,Single,Yes,Yes,12780288.0,5000.0,Li-Polymer,No,No,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,106821.288
Other,18999.0,2021,Android,Octa core,64 bit,8 GB,IPS LCD,6.67,84.61,Yes,165.3,76.8,9.4,215.0,Other,Single,Yes,Yes,48000000.0,5160.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,119333.37600000002
Other,6999.0,2021,Android,Octa core,,2 GB,IPS LCD,6.82,82.66,Yes,171.8,77.9,8.9,207.0,Plastic,Single,Yes,Yes,12780288.0,6000.0,Li-Polymer,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,119110.65800000001
Other,17489.0,2020,Android,Octa core,64 bit,6 GB,IPS LCD,6.67,84.73,Yes,165.5,76.6,8.8,209.0,Glass,Single,Yes,Yes,63000000.0,5020.0,Li-Polymer,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,111560.24
Samsung,44500.0,2020,Android,Octa core,64 bit,8 GB,Other,6.7,89.18,Yes,161.6,75.2,8.3,192.0,Plastic,Single,Yes,Yes,12000000.0,4300.0,Li-ion,No,Yes,Yes,256 GB,No,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,100864.25600000001
Other,11550.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,81.7,Yes,164.5,75.9,9.6,209.0,Plastic,Single,Yes,Yes,12780288.0,6000.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,119861.28
Other,16990.0,2020,Android,Octa core,64 bit,6 GB,Other,6.44,85.95,Yes,159.8,72.9,7.45,163.0,Other,Single,Yes,Yes,15989824.0,4015.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,86788.17900000002
Other,2799.0,2021,Other,Other,,128 MB,Other,1.8,16.58,No,121.0,50.0,14.5,84.0,Other,Single,No,No,786432.0,1020.0,Li-ion,Yes,No,No,48 MB,Yes,Dual,4G,Yes,No,No,No,No,Yes,Yes,No,No,No,No,87725.0
Apple,48699.0,2019,iOS,Quad core,64 bit,4 GB,IPS LCD,6.1,79.79,Yes,150.9,75.7,8.3,194.0,Glass,Single,Yes,Yes,12000000.0,3110.0,Li-ion,No,Yes,No,128 GB,No,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,94811.97900000002
Samsung,8999.0,2021,Android,Octa core,64 bit,3 GB,Other,6.5,81.85,Yes,164.2,75.9,9.1,196.0,Plastic,Single,No,No,12780288.0,5000.0,Li-ion,No,Yes,Yes,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,113411.298
Other,13499.0,2021,Android,Octa core,64 bit,6 GB,IPS LCD,6.95,84.23,Yes,173.3,78.7,9.6,,Plastic,Single,Yes,Yes,48000000.0,7000.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,130931.61600000001
Other,10999.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.53,83.25,Yes,162.3,77.3,9.6,197.0,Plastic,Single,Yes,No,48000000.0,6000.0,Li-Polymer,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,120439.584
Other,8999.0,2021,Android,Octa core,,3 GB,IPS LCD,6.5,81.59,Yes,164.5,76.0,9.1,200.0,Other,Single,Yes,Yes,12780288.0,5000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,113768.2
Samsung,7999.0,2021,Android,Quad core,64 bit,2 GB,Other,6.5,81.95,Yes,164.0,75.9,9.1,206.0,Plastic,Single,No,No,12780288.0,5000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,113273.16
Apple,97900.0,2020,iOS,Quad core,64 bit,6 GB,Other,6.1,86.89,Yes,146.7,71.5,7.4,187.0,Glass,Single,Yes,Yes,12000000.0,2815.0,Li-ion,No,Yes,No,128 GB,No,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,77618.97
Other,19990.0,2020,Android,Octa core,64 bit,8 GB,Other,6.4,84.21,Yes,160.2,73.3,7.9,172.0,Glass,Single,Yes,Yes,48000000.0,4000.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,92767.014
Other,8999.0,2021,Android,Octa core,64 bit,3 GB,IPS LCD,6.5,80.82,Yes,165.2,76.4,8.9,190.0,Plastic,Single,Yes,Yes,12780288.0,5000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,112329.392
Other,12990.0,2019,Android,Octa core,64 bit,4 GB,Other,6.08,82.15,Yes,153.4,71.85,8.4,173.0,Glass,Single,Yes,Yes,48000000.0,4030.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,92583.036
Other,8699.0,2021,Android,Octa core,,4 GB,IPS LCD,6.5,81.59,Yes,164.5,76.0,9.1,200.0,Other,Single,Yes,Yes,12780288.0,5000.0,Li-ion,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,113768.2
Other,17900.0,2021,Android,Octa core,64 bit,8 GB,Other,6.4,83.32,Yes,160.6,73.9,7.9,177.0,Plastic,Single,Yes,Yes,63000000.0,5000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,93759.886
Other,18999.0,2021,Android,Octa core,64 bit,6 GB,Other,6.67,85.8,Yes,164.5,76.1,8.1,192.0,Other,Single,Yes,Yes,108000000.0,5020.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,101399.44499999999
Other,8099.0,2020,Android,Octa core,64 bit,3 GB,IPS LCD,6.52,82.2,Yes,164.5,75.9,9.8,209.0,Plastic,Single,Yes,Yes,12780288.0,6000.0,Li-ion,No,Yes,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,122358.39000000001
Other,13490.0,2021,Android,Octa core,,4 GB,IPS LCD,6.5,81.39,Yes,164.9,76.0,9.2,197.0,Other,Single,Yes,Yes,48000000.0,5050.0,Li-ion,No,No,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,115298.07999999999
Other,16390.0,2020,Android,Octa core,64 bit,6 GB,IPS LCD,6.6,84.7,Yes,163.8,75.8,8.9,202.0,Glass,Dual,Yes,Yes,63000000.0,4300.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,110502.75600000001
Other,10999.0,2019,Android,Octa core,64 bit,3 GB,IPS LCD,6.5,82.07,Yes,164.4,75.6,9.3,198.0,Plastic,Single,Yes,Yes,12000000.0,5000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,115586.352
Other,9499.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.67,84.55,Yes,165.2,76.9,8.9,196.0,Other,Single,Yes,Yes,48000000.0,5000.0,Li-Polymer,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,113064.53199999999
Samsung,10998.0,2021,Android,Octa core,64 bit,3 GB,Other,6.5,81.85,Yes,164.2,75.9,9.1,196.0,Other,Single,No,No,12780288.0,5000.0,Li-ion,No,No,Yes,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,113411.298
Other,8499.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.53,81.08,Yes,164.9,77.0,9.0,194.0,Other,Single,Yes,Yes,12780288.0,5000.0,Li-Polymer,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,114275.70000000001
Other,11900.0,2019,Other,Other,,512 MB,Other,2.8,42.51,No,104.8,54.5,18.7,118.0,Other,Single,No,Yes,1920000.0,1500.0,Li-ion,Yes,No,No,4 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,106806.91999999998
Samsung,17499.0,2021,Android,Octa core,64 bit,6 GB,Other,6.4,84.56,Yes,158.9,73.6,8.4,184.0,Glass,Single,No,No,63000000.0,5000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,98238.336
Samsung,79999.0,2020,Android,Octa core,64 bit,12 GB,Other,6.9,90.62,Yes,166.9,76.0,8.8,220.0,Glass,Single,Yes,Yes,108000000.0,5000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,111622.72
Other,12499.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,81.7,Yes,164.5,75.9,9.6,207.0,Other,Single,Yes,Yes,50122500.0,6000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,119861.28
Samsung,28999.0,2020,Android,Octa core,64 bit,6 GB,Other,6.7,87.0,Yes,163.7,76.1,8.7,199.0,Glass,Single,No,No,12000000.0,4500.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,108380.85899999997
Samsung,16999.0,2020,Android,Octa core,64 bit,6 GB,Other,6.4,84.92,Yes,159.3,73.1,8.6,185.0,Other,Single,No,No,48000000.0,5000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,100145.538
Other,25490.0,2019,Android,Octa core,64 bit,6 GB,Other,6.39,85.9,Yes,156.7,74.3,8.8,191.0,Glass,Single,Yes,Yes,48000000.0,4000.0,Li-Polymer,No,Yes,Yes,128 GB,No,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,102456.728
Other,10900.0,2018,Android,Octa core,64 bit,4 GB,IPS LCD,6.3,83.84,Yes,156.7,74.0,8.5,174.0,Other,Single,Yes,Yes,15989824.0,3500.0,Li-ion,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,98564.29999999999
Other,13499.0,2021,Android,Octa core,64 bit,6 GB,IPS LCD,6.5,83.36,Yes,162.3,75.4,9.4,192.0,Plastic,Single,Yes,Yes,48000000.0,5000.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,115031.74800000002
Other,14999.0,2021,Android,Octa core,64 bit,6 GB,IPS LCD,6.8,85.43,Yes,169.6,75.9,9.7,225.0,Plastic,Single,Yes,Yes,63000000.0,6000.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,124864.60800000001
Other,9785.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,80.82,Yes,165.2,76.4,8.9,190.0,Plastic,Single,Yes,Yes,12780288.0,5000.0,Li-ion,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,112329.392
Other,11999.0,2020,Android,Octa core,64 bit,6 GB,IPS LCD,6.78,82.34,Yes,171.1,77.6,8.88,204.0,Plastic,Single,Yes,Yes,15989824.0,5200.0,Li-Polymer,No,No,No,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,117902.9568
Samsung,13649.0,2021,Android,Octa core,64 bit,6 GB,Other,6.4,84.02,Yes,159.0,75.1,8.9,192.0,Plastic,Single,No,No,48000000.0,6000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,106274.01
Other,9900.0,2020,Android,Octa core,64 bit,3 GB,IPS LCD,6.5,82.29,Yes,164.4,75.4,8.9,195.0,Other,Single,Yes,Yes,12000000.0,5000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,110322.26400000002
Other,9499.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.6,83.8,Yes,164.7,76.2,8.9,201.0,Other,Single,Yes,Yes,12780288.0,5200.0,Li-Polymer,No,No,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,111696.246
Other,13979.0,2019,Android,Octa core,64 bit,4 GB,IPS LCD,6.3,81.21,Yes,159.2,75.2,8.1,186.0,Glass,Single,Yes,Yes,48000000.0,4000.0,Li-Polymer,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,96971.904
Google,29990.0,2018,Android,Octa core,64 bit,4 GB,Other,5.5,78.62,Yes,145.6,68.2,7.9,148.0,Other,Dual,Yes,Yes,12192768.0,2915.0,Li-ion,No,Yes,Yes,64 GB,No,Single,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,78446.368
Samsung,14470.0,2020,Android,Octa core,64 bit,4 GB,Other,6.5,82.75,Yes,163.7,75.3,8.9,192.0,Plastic,Single,No,No,48000000.0,5000.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,109706.829
Other,15990.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,84.13,Yes,162.1,74.8,8.9,191.0,Plastic,Single,Yes,Yes,63000000.0,4300.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,107913.212
Other,8999.0,2020,Android,Octa core,64 bit,3 GB,IPS LCD,6.5,82.73,Yes,164.4,75.0,8.9,195.0,Plastic,Single,Yes,Yes,12000000.0,5000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,109737.0
Other,13999.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.67,84.62,Yes,165.7,76.6,8.8,209.0,Glass,Single,Yes,Yes,48000000.0,5020.0,Li-Polymer,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,111695.056
Samsung,13849.0,2021,Android,Octa core,64 bit,6 GB,Other,6.5,82.06,Yes,164.0,75.8,8.9,205.0,Plastic,Single,No,No,48000000.0,5000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,110637.68
Other,15199.0,2021,Android,Octa core,64 bit,6 GB,IPS LCD,6.6,84.88,Yes,164.1,75.5,8.5,194.0,Other,Single,Yes,Yes,50122500.0,5000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,105311.17499999999
Other,13999.0,2021,Android,Octa core,64 bit,6 GB,IPS LCD,6.8,87.39,Yes,164.5,76.5,8.9,202.0,Other,Single,Yes,Yes,63000000.0,5000.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,111999.82500000001
Other,14990.0,2019,Android,Octa core,64 bit,4 GB,IPS LCD,6.35,81.82,Yes,159.43,76.77,8.92,190.0,Plastic,Single,Yes,Yes,12780288.0,5000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,109175.814612
Other,12500.0,2019,Android,Octa core,64 bit,4 GB,IPS LCD,6.35,81.91,Yes,159.4,76.7,8.9,190.0,Plastic,Single,Yes,Yes,12780288.0,5000.0,Li-ion,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,108811.22200000002
Other,12239.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.52,83.0,Yes,164.0,75.4,7.9,177.0,Other,Single,Yes,Yes,12780288.0,4230.0,Li-Polymer,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,97688.24
Other,21400.0,2020,Android,Octa core,64 bit,8 GB,Other,6.44,83.65,Yes,159.6,75.0,8.5,186.0,Plastic,Dual,Yes,Yes,48000000.0,4500.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,101745.0
Other,18990.0,2020,Android,Octa core,64 bit,8 GB,Other,6.38,83.39,Yes,159.2,75.1,8.6,186.0,Plastic,Single,Yes,Yes,48000000.0,4500.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,102820.91199999998
Other,16699.0,2021,Android,Octa core,64 bit,8 GB,IPS LCD,6.58,84.75,Yes,163.8,75.3,8.3,188.0,Other,Single,Yes,Yes,48000000.0,5000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,102373.36200000002
Apple,49900.0,2017,iOS,Quad core,64 bit,3 GB,IPS LCD,5.5,67.25,Yes,158.4,78.1,7.5,202.0,Glass,Single,Yes,Yes,11943936.0,2675.0,Li-ion,No,Yes,No,64 GB,No,Single,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,92782.79999999999
Other,17999.0,2019,Android,Octa core,64 bit,6 GB,Other,6.39,85.9,Yes,156.7,74.3,8.8,191.0,Glass,Single,Yes,Yes,48000000.0,4000.0,Li-Polymer,No,Yes,Yes,64 GB,No,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,102456.728
Samsung,54999.0,2020,Android,Octa core,64 bit,8 GB,Other,6.7,90.83,Yes,161.9,73.7,7.8,186.0,Glass,Single,Yes,Yes,12000000.0,4500.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,93069.834
