Brand,Price,Launch Year,OS,CPU,CPU Architecture,RAM,Display Type,Screen Size,Screen to Body Ratio,Touch Screen,Height,Width,Thickness,Weight,Material,Camera Setup,Camera Autofocus,Camera Flash,Image Resolution,Capacity,Battery Type,Removable Battery,Quick Charging,USB Type-C,Internal Memory,Expandable Memory,SIM Slot(s),Network Support,VoLTE,Wi-Fi,Bluetooth,GPS,NFC,FM Radio,Loudspeaker,Fingerprint Sensor,Waterproof,Wireless Charging,Heart Rate Monitor,Volume
Other,10499.0,2019,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,82.07,Yes,164.4,75.6,9.3,198.0,Plastic,Single,Yes,Yes,48000000.0,5000.0,Li-ion,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,115586.352
Other,22990.0,2021,Android,Octa core,64 bit,8 GB,IPS LCD,6.67,88.87,Yes,161.8,74.7,8.5,190.0,Other,Single,Yes,Yes,63000000.0,4300.0,Li-Polymer,No,Yes,Yes,128 GB,No,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,102734.91
Other,9799.0,2018,Android,Octa core,64 bit,3 GB,IPS LCD,5.65,75.88,Yes,151.0,71.9,7.6,149.0,Glass,Dual,Yes,Yes,12780288.0,3000.0,Li-Polymer,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,82512.44
Other,8285.0,2018,Android,Octa core,64 bit,3 GB,IPS LCD,6.3,83.68,Yes,157.0,74.0,8.0,168.0,Plastic,Single,Yes,Yes,12780288.0,3500.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,92944.0
Samsung,35890.0,2016,Android,Octa core,64 bit,4 GB,Other,5.5,75.94,Yes,150.9,72.6,7.7,157.0,Metal,Single,Yes,No,12000000.0,3600.0,Li-ion,No,Yes,No,32 GB,Yes,Dual,4G,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,84356.118
Other,51690.0,2021,Other,Octa core,64 bit,8 GB,Other,6.5,88.32,Yes,156.5,73.8,7.9,181.0,Other,Single,Yes,Yes,50122500.0,4100.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,91242.62999999999
Other,13590.0,2021,Android,Octa core,,4 GB,IPS LCD,6.5,81.57,Yes,165.2,75.7,9.1,200.0,Plastic,Single,Yes,Yes,48000000.0,5000.0,Li-Polymer,No,No,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,113801.324
Apple,74199.0,2018,iOS,Quad core,64 bit,4 GB,Other,6.5,84.89,Yes,157.5,77.4,7.7,208.0,Glass,Single,Yes,Yes,12000000.0,3174.0,Li-ion,No,Yes,No,64 GB,No,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,93866.85
Other,15990.0,2021,Android,Octa core,64 bit,6 GB,IPS LCD,6.53,84.17,Yes,162.0,76.6,8.4,190.0,Other,Single,Yes,Yes,48000000.0,4500.0,Li-ion,No,Yes,No,128 GB,No,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,104237.28
Other,24990.0,2019,Android,Octa core,64 bit,6 GB,Other,6.4,83.09,Yes,159.3,75.8,8.4,192.0,Glass,Single,Yes,Yes,12000000.0,4000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,101429.49600000001
Other,8499.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,79.26,Yes,166.5,77.3,9.3,201.0,Other,Single,Yes,Yes,48000000.0,5000.0,Li-ion,No,No,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,119695.185
Other,12999.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,82.33,Yes,164.1,75.5,8.5,188.0,Other,Single,Yes,Yes,63000000.0,5000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,105311.17499999999
Other,6998.0,2020,Other,Other,32 bit,512 MB,Other,2.4,19.75,No,145.4,62.1,16.11,161.0,Other,Single,No,Yes,1920000.0,2100.0,Li-ion,No,No,No,4 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,145462.6674
Other,13999.0,2021,Android,Octa core,,4 GB,IPS LCD,6.5,81.39,Yes,164.9,76.0,9.2,197.0,Other,Single,Yes,Yes,48000000.0,5050.0,Li-ion,No,No,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,115298.07999999999
Other,8690.0,2018,Android,Octa core,64 bit,3 GB,IPS LCD,6.2,80.85,Yes,156.2,75.6,8.2,168.0,Plastic,Single,Yes,Yes,12780288.0,4230.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,96831.50399999997
Other,6199.0,2021,Android,Quad core,,1 GB,IPS LCD,5.45,69.49,Yes,149.1,71.2,8.7,146.0,Other,Single,No,Yes,5038848.0,2500.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,92358.50399999999
Samsung,49999.0,2020,Android,Octa core,64 bit,8 GB,Other,6.2,88.53,Yes,151.7,69.1,7.9,163.0,Glass,Single,Yes,Yes,12000000.0,4000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,82811.51299999998
Other,1790.0,2017,Other,Other,,512 MB,Other,2.4,23.6,No,134.0,56.4,13.8,58.0,Other,Single,No,No,1920000.0,2000.0,Li-ion,Yes,No,No,4 GB,Yes,Dual,4G,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,104294.88
Other,15190.0,2021,Android,Octa core,64 bit,8 GB,IPS LCD,6.0,76.32,Yes,160.6,75.8,8.4,305.0,Other,Single,Yes,Yes,15989824.0,10000.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,102257.232
Other,20890.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.0,76.06,Yes,158.0,69.0,8.1,170.0,Other,Single,Yes,Yes,12000000.0,2870.0,Li-ion,No,No,Yes,64 GB,Yes,Single,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,88306.2
Apple,16999.0,2017,iOS,Other,64 bit,2 GB,IPS LCD,4.0,60.66,Yes,123.8,58.6,7.6,113.0,Aluminium,Single,Yes,Yes,11943936.0,1642.0,Li-Polymer,No,No,No,32 GB,No,Single,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,55135.568
Other,6999.0,2021,Android,Quad core,,6 GB,IPS LCD,6.8,,Yes,,,,,Other,Single,Yes,Yes,12780288.0,4800.0,Li-Polymer,No,Yes,No,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,
Other,19290.0,2021,Android,Octa core,64 bit,8 GB,IPS LCD,6.85,86.92,Yes,168.7,76.1,9.1,205.0,Other,Dual,Yes,Yes,63000000.0,4500.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,116826.43699999998
Samsung,8990.0,2019,Android,Octa core,64 bit,3 GB,Other,6.4,84.79,Yes,158.4,74.7,7.8,169.0,Plastic,Single,No,No,12780288.0,4000.0,Li-ion,No,Yes,Yes,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,92293.34400000001
Other,11999.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.3,81.56,Yes,158.3,75.3,8.3,190.0,Other,Single,Yes,Yes,48000000.0,4000.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,98935.917
Other,9499.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,82.29,Yes,164.4,75.4,8.9,195.0,Other,Single,Yes,Yes,12000000.0,5000.0,Li-ion,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,110322.26400000002
Other,16000.0,2018,Android,Octa core,64 bit,4 GB,IPS LCD,6.18,82.03,Yes,154.8,75.7,7.9,180.0,Glass,Single,Yes,Yes,12000000.0,3500.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,92575.04400000001
Other,13999.0,2020,Android,Octa core,64 bit,6 GB,IPS LCD,6.59,84.48,Yes,163.1,77.2,8.8,206.0,Glass,Single,Yes,Yes,48000000.0,4000.0,Li-Polymer,No,No,Yes,256 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,110803.61600000001
Other,15999.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.59,84.28,Yes,163.5,77.2,8.8,196.0,Glass,Single,Yes,Yes,48000000.0,4000.0,Li-Polymer,No,No,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,111075.36000000002
Google,71900.0,2017,Android,Octa core,64 bit,4 GB,Other,6.0,76.71,Yes,157.9,76.7,7.9,175.0,Aluminium,Single,No,Yes,12000000.0,3520.0,Li-ion,No,Yes,Yes,128 GB,No,Single,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,95676.34700000001
Other,11899.0,2016,Android,Octa core,64 bit,4 GB,IPS LCD,5.5,71.65,Yes,153.8,75.5,7.5,154.0,Metal,Single,Yes,Yes,12780288.0,3000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,87089.25000000001
Other,23990.0,2021,Android,Octa core,64 bit,8 GB,Other,6.43,85.18,Yes,160.1,73.2,7.8,172.0,Other,Single,Yes,Yes,48000000.0,4310.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,91410.696
Other,11900.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,81.57,Yes,165.2,75.7,9.1,200.0,Other,Single,Yes,Yes,48000000.0,5000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,113801.324
Other,19499.0,2020,Android,Octa core,64 bit,8 GB,Other,6.43,84.5,Yes,160.14,73.77,7.48,164.0,Plastic,Dual,Yes,Yes,48000000.0,4015.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,88365.18794399999
Other,24999.0,2021,Android,Octa core,64 bit,8 GB,Other,6.63,84.85,Yes,163.5,76.5,8.9,197.0,Other,Single,Yes,Yes,63000000.0,4200.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,111318.975
Other,10499.0,2021,Android,Octa core,64 bit,6 GB,IPS LCD,6.5,79.26,Yes,166.5,77.3,9.3,201.0,Other,Single,Yes,Yes,48000000.0,5000.0,Li-ion,No,No,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,119695.185
Other,17290.0,2021,Android,Octa core,64 bit,6 GB,Other,6.43,84.38,Yes,160.3,73.8,8.0,175.0,Other,Single,Yes,Yes,48000000.0,5000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,94641.12000000001
Samsung,6190.0,2021,Android,Quad core,,1 GB,Other,5.3,,Yes,,,,,Other,Single,Yes,Yes,7990272.0,3000.0,Li-ion,No,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,
Other,13999.0,2021,Android,Octa core,64 bit,6 GB,IPS LCD,6.1,68.19,Yes,164.6,81.2,16.8,,Other,Single,Yes,Yes,15989824.0,8500.0,Li-Polymer,No,Yes,Yes,128 GB,No,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,224540.736
Other,14690.0,2021,Android,Octa core,64 bit,6 GB,IPS LCD,6.95,83.27,Yes,175.3,78.7,8.9,,Other,Single,Yes,Yes,63000000.0,5200.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,122785.37900000002
Other,8990.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,81.57,Yes,165.2,75.7,9.2,200.0,Other,Single,Yes,Yes,48000000.0,5000.0,Li-Polymer,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,115051.88799999999
Other,12999.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.8,85.05,Yes,168.8,76.6,8.7,,Other,Single,Yes,Yes,48000000.0,5000.0,Li-Polymer,No,Yes,Yes,128 GB,No,Dual,4G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,112491.696
OnePlus,31799.0,2017,Android,Octa core,64 bit,8 GB,Other,5.5,72.81,Yes,154.2,74.1,7.2,153.0,Aluminium,Single,No,Yes,15989824.0,3300.0,Li-Polymer,No,Yes,Yes,128 GB,No,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,82268.78399999999
Other,8499.0,2017,Android,Octa core,64 bit,4 GB,IPS LCD,5.0,70.67,Yes,139.2,69.9,8.6,150.0,Metal,Single,No,No,12780288.0,4100.0,Li-ion,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,83678.688
Apple,42900.0,2016,iOS,Quad core,64 bit,3 GB,IPS LCD,5.5,67.51,Yes,158.2,77.9,7.3,188.0,Metal,Single,Yes,Yes,11943936.0,2900.0,Li-ion,No,No,No,128 GB,No,Single,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,89963.594
Other,6590.0,2021,Android,Octa core,,4 GB,IPS LCD,6.3,82.77,Yes,156.2,75.2,8.9,202.0,Other,Single,Yes,Yes,15989824.0,4000.0,Li-ion,No,No,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,104541.53600000001
Samsung,10990.0,2015,Android,Octa core,64 bit,1.5 GB,Other,5.5,69.46,Yes,152.4,78.6,7.5,171.0,Other,Single,No,Yes,12780288.0,3000.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,89839.79999999999
Other,8999.0,2016,Android,Octa core,64 bit,3 GB,IPS LCD,5.0,70.92,Yes,139.3,69.6,8.5,144.0,Metal,Single,No,No,12780288.0,4100.0,Li-Polymer,No,Yes,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,82409.88
Samsung,24999.0,2016,Android,Octa core,64 bit,4 GB,Other,5.1,72.18,Yes,142.4,69.6,7.9,152.0,Metal,Single,Yes,No,12000000.0,3000.0,Li-ion,No,Yes,No,32 GB,Yes,Dual,4G,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,78297.216
Apple,34900.0,2016,iOS,Quad core,64 bit,2 GB,IPS LCD,4.7,65.47,Yes,138.3,67.1,7.1,138.0,Aluminium,Single,Yes,Yes,10544256.0,1960.0,Li-ion,No,No,No,128 GB,No,Single,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,65887.503
Other,40999.0,2019,Android,Octa core,64 bit,8 GB,Other,6.59,80.21,Yes,170.9,77.6,9.4,240.0,Glass,Single,Yes,Yes,48000000.0,6000.0,Li-Polymer,No,Yes,Yes,128 GB,No,Dual,4G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,124661.296
Apple,49999.0,2015,iOS,Other,64 bit,2 GB,IPS LCD,4.7,65.47,Yes,138.3,67.1,7.1,143.0,Aluminium,Single,Yes,No,11943936.0,1715.0,Li-Polymer,No,No,No,64 GB,No,Single,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,65887.503
Other,9990.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.51,81.57,Yes,164.4,76.3,8.4,192.0,Other,Single,Yes,Yes,12780288.0,5000.0,Li-ion,No,Yes,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,105367.24799999999
Other,11499.0,2017,Android,Octa core,64 bit,4 GB,Other,5.5,70.71,Yes,154.0,76.4,7.8,,Metal,Single,No,Yes,12780288.0,3000.0,Li-Polymer,No,No,Yes,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,91771.68000000001
Samsung,7690.0,2016,Android,Quad core,32 bit,2 GB,Other,5.0,67.91,Yes,142.4,71.1,8.0,138.0,Plastic,Single,No,No,7990272.0,2600.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,80997.12
Other,8690.0,2021,Android,Octa core,,2 GB,IPS LCD,6.5,72.93,Yes,185.0,75.6,8.5,185.0,Plastic,Single,Yes,Yes,12780288.0,4000.0,Li-ion,No,No,Yes,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,118880.99999999999
Samsung,36991.0,2018,Android,Octa core,64 bit,6 GB,Other,6.3,80.86,Yes,162.5,77.0,7.8,183.0,Glass,Single,No,No,20982784.0,3800.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,97597.5
Other,9499.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.78,82.34,Yes,171.1,77.6,8.88,204.0,Plastic,Single,Yes,Yes,15989824.0,5200.0,Li-Polymer,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,117902.9568
Samsung,16750.0,2020,Android,Octa core,64 bit,6 GB,Other,6.4,83.92,Yes,159.2,75.1,8.9,191.0,Plastic,Single,No,No,63000000.0,6000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,106407.688
Samsung,19999.0,2015,Android,Octa core,32 bit,2 GB,Other,5.7,73.64,Yes,158.0,76.8,5.9,151.0,Metal,Single,No,No,15872256.0,3050.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,71592.96
Other,15799.0,2017,Android,Octa core,64 bit,4 GB,IPS LCD,5.5,71.13,Yes,153.5,76.2,8.0,168.0,Metal,Single,Yes,Yes,12780288.0,3000.0,Li-ion,No,Yes,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,93573.6
Apple,20949.0,2017,iOS,Other,64 bit,1 GB,IPS LCD,4.7,66.14,Yes,137.1,67.0,6.9,129.0,Other,Single,Yes,No,7990272.0,1810.0,Li-Polymer,No,No,No,32 GB,No,Single,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,63381.329999999994
Other,13090.0,2021,Android,Octa core,64 bit,6 GB,IPS LCD,6.53,84.17,Yes,162.0,76.6,8.4,190.0,Other,Single,Yes,Yes,48000000.0,4500.0,Li-ion,No,Yes,No,64 GB,No,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,104237.28
Apple,16999.0,2016,iOS,Other,64 bit,2 GB,IPS LCD,4.0,60.66,Yes,123.8,58.6,7.6,113.0,Aluminium,Single,Yes,Yes,11943936.0,1642.0,Li-Polymer,No,No,No,16 GB,No,Single,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,55135.568
Other,12490.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.52,83.0,Yes,164.0,75.4,7.9,177.0,Other,Single,Yes,Yes,12780288.0,4230.0,Li-Polymer,No,No,No,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,97688.24
Other,8999.0,2020,Android,Octa core,64 bit,3 GB,IPS LCD,6.5,82.73,Yes,164.4,75.0,8.9,195.0,Plastic,Single,Yes,Yes,12000000.0,5000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,109737.0
Other,5499.0,2021,Android,Quad core,,1 GB,IPS LCD,5.7,69.04,Yes,154.8,75.5,8.8,161.0,Plastic,Single,Yes,Yes,5038848.0,2800.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,102849.12000000002
OnePlus,58998.0,2019,Android,Octa core,64 bit,12 GB,Other,6.67,88.3,Yes,162.6,75.9,8.8,206.0,Glass,Single,Yes,Yes,48000000.0,4085.0,Li-ion,No,Yes,Yes,256 GB,No,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,108603.79200000002
Apple,32999.0,2015,iOS,Other,64 bit,2 GB,IPS LCD,5.5,67.51,Yes,158.2,77.9,7.3,192.0,Aluminium,Single,Yes,Yes,11943936.0,2750.0,Li-Polymer,No,No,No,16 GB,No,Single,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,89963.594
Google,45499.0,2017,Android,Octa core,64 bit,4 GB,Other,6.0,76.71,Yes,157.9,76.7,7.9,175.0,Aluminium,Single,No,Yes,12000000.0,3520.0,Li-ion,No,Yes,Yes,64 GB,No,Single,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,95676.34700000001
Other,10448.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,82.73,Yes,164.4,75.0,8.9,195.0,Plastic,Single,Yes,Yes,12000000.0,5000.0,Li-ion,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,109737.0
Apple,113827.0,2019,iOS,Quad core,64 bit,4 GB,Other,6.5,84.19,Yes,158.0,77.8,8.1,226.0,Glass,Single,Yes,Yes,12000000.0,3969.0,Li-ion,No,Yes,No,256 GB,No,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,99568.43999999999
Other,13999.0,2019,Android,Octa core,64 bit,6 GB,Other,5.99,84.89,Yes,155.0,75.0,7.9,172.0,Glass,Single,Yes,Yes,12000000.0,3320.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,91837.5
Samsung,17490.0,2016,Android,Octa core,64 bit,3 GB,Other,5.5,74.11,Yes,151.5,74.1,7.3,169.0,Metal,Single,No,No,12780288.0,3300.0,Li-ion,No,Yes,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,81950.89499999999
Other,9499.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.6,82.99,Yes,165.0,76.8,8.7,185.0,Plastic,Single,Yes,Yes,12780288.0,5000.0,Li-Polymer,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,110246.4
Samsung,9999.0,2017,Android,Octa core,64 bit,4 GB,Other,5.7,73.96,Yes,156.5,77.2,7.0,172.0,Other,Single,Yes,No,15989824.0,3300.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,84572.6
Other,14690.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,82.87,Yes,163.9,75.1,8.4,186.0,Other,Single,Yes,Yes,12780288.0,5000.0,Li-Polymer,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,103394.676
Other,13998.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.53,83.06,Yes,163.3,77.0,9.1,198.0,Plastic,Single,Yes,Yes,12780288.0,5020.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,114424.31
Other,3999.0,2020,Android,Quad core,,2 GB,Other,5.5,,Yes,,,,,Other,Single,No,Yes,5038848.0,2500.0,Li-ion,No,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,
Samsung,14490.0,2016,Android,Octa core,64 bit,2 GB,Other,5.2,72.34,Yes,144.8,71.0,7.3,153.0,Metal,Single,No,No,12780288.0,2900.0,Li-ion,No,Yes,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,75049.84000000001
Other,8999.0,2021,Android,Octa core,,6 GB,IPS LCD,6.53,83.29,Yes,165.0,76.0,8.0,165.0,Other,Single,Yes,Yes,15989824.0,4000.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,100320.0
Other,19990.0,2020,Android,Octa core,64 bit,6 GB,Other,6.5,84.38,Yes,161.8,75.8,8.7,195.0,Glass,Single,Yes,Yes,48000000.0,4000.0,Li-Polymer,No,Yes,Yes,256 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,106700.628
Other,26499.0,2018,Android,Octa core,64 bit,8 GB,Other,6.0,76.78,Yes,158.8,76.2,8.3,200.0,Glass,Single,Yes,Yes,12000000.0,4000.0,Li-Polymer,No,Yes,Yes,128 GB,No,Dual,4G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,100434.64800000002
Other,4350.0,2019,Android,Quad core,64 bit,1 GB,IPS LCD,5.0,69.86,Yes,140.4,70.1,8.3,137.0,Plastic,Single,Yes,Yes,7990272.0,3000.0,Li-Polymer,No,No,No,8 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,81688.932
Samsung,5990.0,2016,Android,Quad core,64 bit,2 GB,Other,5.5,70.72,Yes,151.8,77.5,8.2,171.0,Other,Single,No,No,12780288.0,3000.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,96468.9
Other,17679.0,2019,Android,Octa core,64 bit,6 GB,Other,6.4,84.07,Yes,158.7,75.2,8.6,183.0,Glass,Single,Yes,Yes,63000000.0,4000.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,102634.46399999999
